AGE,S1,S2,PhD,YEARSEXP,S3,PU1,PU2,PU3,PEU1,PEU2,PEU3,ENJ1,ENJ2,Qu1,Qu2,Qu3,Qu4,Qu5,Vis1,Vis2,Vis3,Im1,Im2,Im3,SA1,SA2,SA3,Use1,Use2,Use3,Use4,Use5,Pf1,Pf2,Pf3,JR1,JR2,BI1,BI2,Inc1,Inc2,Inc3,Inc4,Exp1,Exp2,Exp3,Exp4,Exp5,Class
53,1,1,0,20,1,3,3,5,5,5,5,3,3,1,2,3,5,1,3,4,3,3,5,2,5,5,5,2,1,3,1,5,1,3,2,5,5,2,2,5,4,3,5,1,4,3,1,4,inlier
38,1,0,0,8,1,5,5,5,5,5,3,5,5,4,4,4,4,4,3,3,4,4,4,3,5,5,5,2,2,5,3,5,1,2,1,3,4,4,4,4,5,5,5,5,5,4,2,2,inlier
39,1,3,0,6,1,2,2,2,5,3,3,2,3,2,4,3,4,2,2,3,2,3,4,4,4,4,4,2,2,3,3,3,2,4,2,5,4,3,3,4,2,4,3,2,3,2,2,2,inlier
49,1,1,0,16,1,2,1,3,2,5,4,3,4,3,4,3,5,1,3,3,1,1,1,1,5,3,4,1,1,1,3,2,2,2,1,1,1,2,2,5,5,5,5,2,2,1,1,1,inlier
46,1,1,0,1,1,4,4,4,4,4,4,4,4,4,3,4,2,4,3,4,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,4,4,3,3,5,3,3,5,3,4,4,1,4,inlier
53,1,1,0,1,1,3,3,3,5,5,5,5,5,3,3,3,3,4,3,4,1,3,5,3,5,3,5,1,1,2,1,3,4,3,3,4,4,3,3,4,4,4,4,1,3,3,1,1,inlier
43,1,0,0,3,1,3,3,3,5,3,4,3,4,3,4,3,5,3,3,4,1,3,4,3,5,4,5,1,1,2,2,3,1,1,1,5,3,2,2,4,5,5,4,3,3,3,1,1,inlier
46,1,1,0,15,1,3,3,5,4,4,5,5,5,3,3,2,2,4,5,2,4,2,4,2,5,5,5,5,5,4,4,3,4,5,5,2,1,5,5,3,5,3,5,5,5,5,4,4,outlier
52,1,0,0,25,1,3,2,3,5,4,3,4,5,4,4,3,4,4,3,3,3,1,3,3,5,5,5,3,1,4,3,3,2,1,2,2,2,3,4,4,4,5,4,3,4,4,1,3,inlier
50,1,0,0,23,1,1,1,1,4,3,2,5,5,2,2,2,5,1,2,3,1,1,2,3,5,5,5,1,1,1,1,1,1,1,1,5,3,1,1,5,3,2,1,1,1,2,1,1,inlier
43,1,1,0,7,1,3,4,5,3,5,2,4,4,4,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,4,1,1,1,5,5,3,3,5,4,5,5,4,4,5,1,5,inlier
46,1,0,0,7,1,2,2,3,4,2,4,2,3,2,2,2,4,2,2,4,2,2,4,3,4,4,5,1,1,2,2,2,3,3,3,5,5,3,2,4,2,2,3,2,2,3,3,2,inlier
35,1,0,0,2,1,4,4,4,5,5,4,4,3,4,4,3,4,4,5,4,4,3,5,4,4,4,5,1,4,4,3,4,3,5,5,4,4,4,2,5,5,5,5,4,4,2,2,4,outlier
49,1,0,0,14,1,4,3,2,5,5,4,5,5,3,3,4,2,2,4,3,2,2,4,5,5,4,5,2,5,4,4,4,4,3,5,4,5,3,3,4,4,3,3,3,5,5,3,4,inlier
39,1,1,1,7,1,4,4,5,4,4,5,5,3,4,3,3,3,5,3,4,3,3,5,3,5,5,5,3,3,4,4,4,5,5,5,5,3,3,3,4,4,4,4,4,4,4,5,3,outlier
39,1,4,0,10,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,inlier
38,1,0,0,12,1,5,3,5,4,4,5,4,4,4,4,4,1,4,3,3,2,4,4,4,5,5,5,1,3,3,3,4,4,4,3,5,2,3,3,4,4,3,2,5,5,4,3,5,inlier
43,1,0,1,20,1,3,4,2,5,5,1,5,5,4,4,4,5,3,2,1,1,2,5,3,4,5,5,1,1,1,1,4,1,2,3,4,5,2,2,4,4,4,5,2,4,5,1,1,inlier
42,1,0,0,20,1,5,5,5,5,5,5,5,5,4,4,4,2,4,5,5,1,5,4,5,3,3,5,2,1,3,5,5,1,4,1,5,5,3,5,5,5,5,3,5,5,5,1,1,inlier
44,1,0,1,20,1,3,4,4,5,5,5,5,5,4,4,3,2,3,2,4,3,5,2,5,4,5,5,3,1,4,2,5,1,2,1,3,3,3,4,2,4,1,1,3,5,3,1,4,outlier
49,1,5,0,13,1,2,2,2,4,3,1,4,3,2,2,2,2,2,3,2,1,1,2,2,3,3,3,1,2,2,1,2,1,2,1,5,4,2,2,5,3,3,3,1,2,2,1,2,inlier
42,1,1,1,16,1,2,2,3,4,5,5,5,5,3,3,3,2,2,4,2,1,2,4,2,5,5,5,2,1,3,3,3,1,2,4,4,4,3,3,5,3,4,4,4,4,4,1,3,inlier
44,1,1,1,20,1,3,3,3,5,5,4,4,4,2,2,3,2,2,2,3,1,2,3,3,5,4,4,2,1,1,1,3,2,3,3,4,4,2,2,5,4,4,4,2,3,3,1,2,inlier
34,1,4,0,1,1,3,4,5,5,4,3,4,2,3,5,4,2,4,3,3,2,4,5,5,4,4,5,3,3,4,4,4,4,5,4,4,4,4,5,5,4,4,5,4,4,2,1,3,inlier
46,1,1,0,6,1,3,2,3,5,3,3,4,4,2,2,2,4,3,4,4,5,2,3,2,5,5,5,4,2,4,4,4,4,5,4,3,1,3,3,5,4,3,3,2,2,4,1,4,inlier
48,1,0,0,2,1,2,3,2,4,4,2,3,2,2,3,3,4,2,3,4,2,2,4,3,4,4,5,1,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,2,3,4,2,2,inlier
52,1,1,0,11,1,2,3,3,5,3,4,3,3,3,3,3,4,2,2,3,1,2,3,3,5,5,5,1,2,2,2,2,3,4,5,4,4,2,2,3,2,2,2,2,3,3,3,5,inlier
40,1,0,0,9,1,4,4,4,5,5,4,4,3,4,3,4,4,4,4,3,2,2,3,3,5,5,5,3,2,4,4,5,1,2,1,4,4,4,5,3,2,2,2,5,5,5,1,1,inlier
40,1,0,0,5,1,3,3,2,4,4,4,3,3,2,2,2,4,3,1,3,1,1,3,3,5,5,5,2,1,2,1,2,2,2,1,2,2,2,2,4,4,4,4,2,3,1,1,1,inlier
42,1,0,0,6,1,3,3,3,4,4,3,4,4,2,2,2,3,2,3,3,2,3,4,3,4,5,5,2,2,2,2,3,3,3,2,4,3,3,3,4,4,2,3,3,3,2,1,2,inlier
49,1,1,0,5,1,3,3,5,4,4,3,4,4,3,3,3,4,4,2,2,3,3,4,2,5,5,5,1,1,3,3,4,2,2,2,4,4,3,3,4,5,5,3,3,4,4,1,1,inlier
47,1,1,0,5,1,3,5,3,5,5,2,4,5,3,3,2,4,4,3,2,2,3,4,3,5,5,5,2,1,2,2,4,1,5,3,3,3,4,4,5,3,5,5,4,5,5,1,3,inlier
49,1,0,1,25,1,3,5,3,5,5,2,4,5,3,3,2,4,4,3,2,1,3,2,1,4,4,4,1,1,1,1,3,1,1,4,4,2,4,4,5,5,5,3,1,1,1,1,1,inlier
49,1,1,0,18,1,3,3,4,5,4,3,4,4,3,3,3,4,3,4,3,3,2,3,3,4,4,5,3,2,4,4,4,3,3,4,2,2,3,3,4,4,4,5,4,4,3,1,3,inlier
34,1,5,0,4,1,3,3,3,5,4,4,4,4,3,4,3,3,3,3,4,2,2,4,3,5,5,5,2,2,3,3,3,2,5,3,5,5,3,3,4,3,4,4,3,4,4,2,3,inlier
34,1,0,0,3,1,2,2,3,5,4,4,4,4,3,4,3,2,3,4,3,3,3,5,3,4,4,4,2,2,3,3,3,2,4,4,4,4,2,2,3,4,4,3,2,3,5,1,4,inlier
45,1,1,0,16,1,3,3,5,5,4,5,3,4,3,4,3,4,3,3,4,1,2,4,3,5,4,4,2,1,3,3,3,1,2,3,4,3,3,3,4,4,4,3,5,5,5,2,2,inlier
35,1,4,0,2,1,3,3,4,4,4,4,4,4,3,3,3,3,4,3,4,1,4,4,3,5,3,5,2,2,1,1,4,1,1,1,4,3,3,3,5,1,3,3,2,4,4,1,4,inlier
40,1,4,0,1,1,4,4,5,4,4,4,4,4,5,5,5,2,4,4,5,4,4,5,5,5,5,5,1,2,2,3,5,4,4,3,5,3,3,4,4,3,3,3,4,3,4,1,2,inlier
33,1,1,0,2,1,3,3,3,4,4,4,5,5,3,4,3,2,4,3,3,3,3,4,4,5,5,5,3,1,3,3,4,3,4,3,5,5,4,4,4,4,4,4,3,5,5,1,5,inlier
37,1,4,0,8,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,5,3,4,4,2,1,4,inlier
44,1,1,0,12,1,2,2,3,3,2,3,3,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,2,2,3,2,3,1,3,3,3,4,3,4,4,4,2,2,3,1,2,inlier
34,1,5,0,8,1,3,2,3,5,4,4,5,5,3,2,3,4,2,3,4,1,3,5,3,5,5,5,1,2,2,3,2,3,4,4,4,4,4,3,4,2,4,4,3,3,4,1,2,inlier
33,1,0,1,10,1,2,3,5,5,4,4,5,4,4,5,5,4,4,1,4,4,3,2,4,5,5,5,4,3,3,3,5,3,5,4,1,1,4,4,3,4,3,2,4,5,5,2,2,inlier
65,1,0,0,15,1,3,3,3,3,3,3,4,4,3,3,2,3,3,2,4,4,3,2,4,3,5,4,2,1,3,3,3,3,3,4,3,1,4,4,3,4,3,2,3,3,3,1,3,inlier
31,1,0,0,5,1,4,4,4,4,3,4,3,4,3,4,4,2,4,4,4,2,3,3,2,4,4,4,2,4,3,3,4,5,5,5,4,3,4,4,4,2,2,4,4,4,4,2,4,inlier
32,1,5,0,2,1,4,2,4,5,5,4,5,5,5,5,5,5,4,3,4,2,3,3,2,4,4,5,1,1,3,3,3,5,5,5,5,5,4,4,4,2,2,4,3,5,5,1,1,outlier
43,1,3,1,20,1,2,3,2,4,3,3,2,2,4,4,3,4,3,3,4,2,2,4,3,4,5,5,2,1,1,1,3,4,3,3,4,3,3,3,5,5,5,5,2,2,1,2,1,inlier
52,1,3,1,26,1,1,1,1,5,5,5,3,5,2,2,2,5,2,1,5,1,1,5,1,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,inlier
36,1,0,1,10,1,3,3,3,4,4,3,4,3,4,4,3,4,4,3,3,1,2,4,3,4,4,4,1,1,1,1,2,1,4,4,4,3,2,2,4,2,4,3,2,2,2,1,5,inlier
42,1,3,0,12,1,4,4,4,4,5,4,4,4,3,3,3,2,3,5,3,1,3,4,1,3,4,4,1,1,1,1,3,3,2,4,3,4,2,2,5,5,5,5,2,2,2,1,4,inlier
50,1,0,0,10,1,1,2,2,4,4,3,3,3,2,2,2,3,2,2,2,2,3,3,3,3,4,4,2,2,2,2,2,3,3,2,4,4,2,2,4,2,2,2,2,2,2,2,2,inlier
42,1,2,0,8,1,2,3,2,4,4,3,3,4,3,4,4,3,2,3,3,1,3,4,3,4,4,4,1,1,3,2,3,1,1,1,4,3,2,2,4,4,4,3,3,3,3,1,1,inlier
43,1,0,0,15,1,2,2,4,4,4,2,4,4,4,4,3,3,3,3,3,3,2,2,2,4,5,5,3,2,3,3,4,3,3,3,4,4,4,4,5,3,4,3,3,3,5,3,2,inlier
29,1,0,0,4,1,2,3,3,5,5,3,2,4,4,4,2,3,3,2,2,1,2,4,2,4,5,5,1,1,2,2,2,3,5,4,3,3,2,2,5,4,3,5,3,4,5,2,4,inlier
38,1,3,0,2,1,4,3,4,5,3,3,5,5,2,3,2,4,4,3,3,1,2,3,3,5,5,5,1,1,1,1,3,1,5,3,5,5,3,2,5,2,2,3,4,4,5,1,4,inlier
54,1,3,0,3,1,2,2,2,5,4,3,4,4,2,2,3,4,2,2,3,2,2,4,2,5,5,5,2,2,2,2,2,2,3,4,5,5,2,3,2,2,2,2,2,2,2,1,2,inlier
48,1,1,0,4,1,1,1,1,4,4,4,1,4,2,3,1,4,1,1,2,1,1,3,1,3,2,3,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,1,2,2,2,1,5,inlier
47,1,3,1,20,1,2,1,2,5,3,2,4,4,2,3,3,4,3,3,2,1,1,1,1,4,4,4,2,1,1,2,1,3,4,1,4,4,2,2,1,1,3,3,2,2,2,1,1,inlier
38,1,0,0,14,1,4,4,4,3,4,3,4,3,3,3,3,3,3,3,3,1,4,4,4,4,4,5,1,2,3,3,4,4,5,2,5,5,4,4,5,5,5,4,3,3,4,1,1,inlier
37,1,0,0,10,1,2,2,3,4,3,4,2,3,2,2,2,5,3,2,3,1,1,3,2,3,3,4,1,1,1,1,1,3,3,2,2,2,1,1,5,2,2,2,1,1,2,2,1,inlier
45,1,2,1,20,1,2,2,3,4,4,3,4,4,3,3,4,5,2,2,3,1,2,4,1,4,4,5,1,1,1,1,2,1,1,1,2,1,2,2,5,5,4,3,3,3,4,1,1,inlier
37,1,0,0,7,1,3,2,2,5,3,2,4,4,3,3,2,5,2,2,3,2,2,3,3,4,4,5,2,1,2,2,3,1,2,1,2,4,3,3,3,5,5,3,3,3,5,1,1,inlier
45,1,0,1,20,1,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,4,3,4,3,3,3,2,2,3,3,4,3,5,5,3,3,3,3,3,3,4,4,4,3,4,outlier
47,1,3,0,11,1,2,3,3,5,4,4,5,3,4,3,3,5,3,3,3,1,3,4,3,4,3,5,1,1,1,1,3,5,4,3,5,4,2,2,4,3,4,4,1,1,3,1,3,inlier
39,1,0,0,2,1,4,3,4,3,4,2,3,4,2,3,3,4,3,2,4,2,2,4,4,4,4,4,2,2,2,2,3,3,2,1,4,2,3,3,4,3,3,3,3,4,2,1,2,inlier
40,1,0,1,13,1,3,3,3,4,4,2,4,4,3,4,3,2,3,3,4,2,2,3,4,4,4,4,2,1,3,3,3,1,1,1,1,1,2,2,4,4,4,4,3,3,3,1,1,inlier
37,1,0,0,7,1,3,3,2,5,5,3,4,5,3,2,2,4,2,4,3,2,2,5,3,4,5,4,1,1,2,2,2,1,4,4,4,3,3,3,5,5,5,5,4,4,4,1,1,inlier
34,1,0,1,10,1,3,3,3,4,4,4,4,4,3,3,3,2,3,4,4,3,3,3,3,5,5,5,3,3,4,4,3,4,4,5,5,5,5,5,5,5,5,5,3,3,3,3,4,inlier
39,1,1,1,6,1,3,2,4,4,3,3,4,4,4,4,4,3,2,2,1,2,2,2,3,5,5,4,4,2,3,2,3,1,1,2,4,4,4,4,5,4,5,5,3,4,4,2,2,inlier
49,1,1,0,5,1,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,3,5,3,5,5,5,4,3,3,3,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,3,3,outlier
36,1,0,0,3,1,3,3,3,5,4,4,4,4,4,4,4,3,2,3,3,2,2,4,2,4,4,4,2,2,2,3,2,2,2,3,4,4,3,3,4,4,4,3,2,3,3,2,2,inlier
51,1,0,0,8,1,3,2,4,3,3,4,4,3,3,3,2,2,2,3,3,1,1,2,3,3,4,5,1,1,2,2,2,2,1,1,5,5,3,3,5,3,5,5,1,3,3,1,2,inlier
32,1,3,1,10,1,3,3,3,4,4,4,4,4,3,3,3,4,3,5,4,1,2,3,1,4,5,4,1,5,2,1,3,3,2,1,3,3,3,3,5,5,5,5,3,3,4,1,3,inlier
50,1,0,0,10,1,4,3,4,5,5,3,3,4,3,3,2,4,2,3,2,1,2,4,3,3,5,4,1,1,1,1,2,2,4,3,3,4,3,3,4,3,2,3,3,4,5,2,2,inlier
43,1,3,0,11,1,4,4,5,5,5,3,4,5,3,3,2,5,3,3,2,1,1,4,1,5,2,3,1,1,2,1,3,1,1,1,2,1,2,2,5,4,5,5,2,4,4,1,1,inlier
40,1,5,1,14,1,2,2,2,5,4,3,3,5,2,3,2,5,3,3,3,1,2,2,2,4,4,4,1,1,1,1,2,4,4,3,2,4,1,1,4,4,4,4,1,4,4,1,1,inlier
40,1,0,0,10,1,3,3,3,5,5,3,4,4,3,3,3,4,3,4,2,3,3,3,3,3,3,5,2,2,3,3,3,1,1,1,3,3,3,1,4,4,4,4,2,2,2,2,2,inlier
37,1,3,1,12,1,5,5,5,4,5,5,4,4,3,4,4,4,3,3,3,4,3,3,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,inlier
37,1,1,1,10,1,2,2,2,5,5,5,3,3,2,5,3,3,2,3,3,1,2,3,2,5,5,5,1,1,2,1,3,1,4,1,2,2,2,2,2,4,3,3,3,4,4,1,4,inlier
52,1,5,1,9,1,3,4,4,4,3,5,5,5,4,5,5,4,3,3,5,3,5,5,4,5,5,4,4,3,4,4,3,4,5,4,4,5,5,4,3,4,4,4,3,4,4,5,4,outlier
43,1,0,1,10,1,4,4,4,3,5,4,4,4,3,3,3,1,4,4,5,1,4,3,4,4,5,5,1,1,4,3,4,4,5,5,4,4,4,3,3,3,3,3,4,4,4,1,4,inlier
41,1,0,0,12,1,4,4,5,5,5,5,5,4,3,3,3,2,3,3,1,1,4,5,5,1,4,3,1,1,3,4,5,1,1,4,5,3,3,5,3,5,5,3,4,4,4,1,4,inlier
55,1,0,1,30,1,3,4,3,5,5,3,3,4,2,2,2,1,2,1,3,1,1,3,3,4,3,3,1,1,2,3,3,3,3,3,2,1,2,2,5,2,5,3,2,2,2,1,3,inlier
42,1,0,0,1,1,2,3,3,4,4,3,5,5,3,4,3,3,2,1,3,1,2,3,3,4,4,4,1,1,1,1,2,3,4,1,4,1,2,2,4,4,4,4,2,3,4,1,1,inlier
34,1,3,1,10,1,4,4,3,5,5,3,2,5,2,5,3,5,1,3,3,1,1,4,1,4,1,5,1,1,1,1,2,1,5,1,1,1,1,1,5,1,5,5,1,3,3,1,1,inlier
45,1,1,0,15,1,3,3,3,5,5,5,3,2,3,3,3,3,3,3,5,2,2,3,2,4,4,5,1,1,2,2,3,1,1,2,2,2,3,3,3,3,3,3,3,4,1,1,2,inlier
49,1,3,0,18,1,4,4,4,4,4,4,5,4,3,4,3,3,3,4,3,3,2,2,2,4,4,4,2,4,2,3,3,1,1,2,4,4,3,4,5,4,4,4,4,4,4,2,4,inlier
46,1,3,0,7,1,5,5,5,5,5,5,5,5,3,3,3,3,4,3,3,5,3,3,3,5,5,5,4,2,3,4,3,3,2,3,4,3,3,4,5,5,5,5,3,5,5,2,1,inlier
33,1,0,0,4,1,4,4,5,5,5,4,5,5,3,3,3,1,3,3,3,4,3,3,3,5,5,5,4,1,3,3,3,5,5,5,5,5,4,5,5,4,5,5,5,5,5,1,1,inlier
52,1,1,0,28,1,2,2,3,4,4,3,5,5,3,3,2,4,3,3,3,3,1,5,3,5,5,5,2,1,2,1,2,3,3,3,5,5,2,2,5,5,5,2,2,2,4,1,2,inlier
42,1,5,1,17,1,2,3,3,4,3,3,4,3,2,2,2,4,3,3,3,2,2,3,3,4,3,3,2,2,2,2,2,3,3,3,3,3,2,2,4,3,4,4,2,2,4,2,2,inlier
44,1,0,0,8,1,4,4,5,5,4,4,4,4,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,2,1,2,2,2,2,3,3,3,3,3,3,3,3,1,inlier
49,1,1,0,4,1,3,3,2,5,4,3,5,5,2,2,2,4,2,2,3,1,1,5,2,5,5,5,1,2,1,1,2,2,4,4,4,4,1,1,3,3,3,3,2,2,2,2,2,inlier
33,1,0,0,2,1,2,2,3,4,4,3,2,4,3,4,3,2,2,3,3,4,2,4,3,4,4,4,2,4,4,4,3,2,4,2,4,4,3,4,4,3,3,3,4,4,4,2,4,inlier
39,1,3,0,3,1,4,3,3,5,4,3,4,4,2,3,3,5,3,3,3,1,3,3,2,5,5,5,3,1,1,1,4,1,2,1,4,4,3,3,5,5,5,4,2,3,3,1,1,inlier
38,1,0,0,8,1,3,3,4,5,4,3,5,4,4,4,3,4,4,3,4,2,2,3,3,5,5,5,2,2,4,3,4,4,4,4,4,3,3,3,4,4,4,2,2,4,4,1,3,inlier
39,1,0,1,12,1,3,3,3,3,5,3,3,3,3,3,3,4,2,3,3,1,2,3,1,3,4,3,2,1,2,1,3,3,3,3,2,1,3,3,3,3,3,4,2,2,2,1,1,inlier
32,1,0,0,4,1,3,2,3,4,3,2,3,4,3,4,3,4,3,2,2,1,1,2,2,4,4,4,1,1,1,1,3,1,4,4,2,2,2,2,4,4,4,4,2,2,3,1,2,inlier
40,1,0,0,3,1,2,2,2,5,4,3,3,3,3,3,2,5,2,3,3,1,3,2,3,4,4,4,1,1,1,1,2,4,2,1,4,2,1,1,3,3,3,2,2,1,4,1,1,inlier
35,1,0,0,10,1,3,3,4,4,4,3,4,4,4,4,2,4,3,3,3,3,2,4,3,4,4,4,3,2,2,2,3,4,5,4,3,3,3,3,3,3,3,3,3,2,4,1,3,inlier
50,1,0,1,1,1,4,4,3,4,4,4,3,2,2,3,2,2,3,3,4,2,3,3,4,5,5,5,2,1,3,3,5,1,3,2,4,4,3,3,2,3,4,5,3,5,5,1,2,inlier
41,1,0,1,10,1,2,3,2,4,4,4,4,2,3,3,2,3,2,2,3,1,1,2,1,3,3,3,1,1,1,1,2,1,1,1,1,1,2,2,4,4,4,3,2,3,1,1,1,inlier
24,1,5,1,10,1,4,4,3,5,5,3,4,5,4,4,4,5,3,3,3,1,1,3,2,4,4,5,1,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,3,4,4,1,3,inlier
45,1,0,1,18,1,3,3,3,5,4,3,3,3,3,3,3,4,3,3,3,1,2,3,2,4,4,4,1,1,1,1,3,1,1,2,2,2,2,2,4,3,4,4,2,4,4,1,1,inlier
39,1,1,0,7,1,2,3,3,5,5,2,5,5,3,3,3,4,1,3,3,1,2,3,3,5,5,5,1,1,1,2,2,2,3,4,4,5,2,2,5,5,5,5,2,3,5,1,3,inlier
41,1,1,1,2,1,3,3,4,5,5,4,3,5,3,4,3,3,4,3,4,3,2,2,3,4,4,4,2,2,4,2,3,3,4,3,5,4,4,4,5,3,5,3,4,4,4,4,2,outlier
41,1,1,0,6,1,3,2,3,4,4,4,2,2,2,2,2,3,1,1,2,1,2,4,2,5,5,5,1,1,2,2,2,2,3,1,4,2,2,2,4,3,3,4,1,1,1,1,1,inlier
42,1,0,0,6,1,1,3,3,4,4,1,4,2,4,3,2,4,3,1,5,1,1,2,2,5,5,5,1,1,2,2,5,2,2,2,3,2,2,1,2,5,2,4,2,4,4,1,5,inlier
31,1,4,0,1,1,4,4,3,4,4,4,4,4,3,3,4,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,2,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,inlier
43,1,1,1,20,1,2,3,3,5,3,4,1,5,2,4,2,5,4,5,2,1,1,2,1,5,5,5,1,2,1,1,2,5,3,5,5,5,1,1,3,1,4,2,2,2,2,1,2,inlier
32,1,4,0,4,1,2,3,2,5,4,2,2,4,2,2,2,4,2,2,3,1,2,3,3,4,4,5,1,1,1,1,2,2,3,1,2,1,2,1,5,5,5,5,2,3,4,1,1,inlier
52,1,5,0,7,1,4,4,4,4,4,3,4,3,3,3,2,4,3,3,3,1,3,4,3,4,3,4,1,2,2,2,3,1,2,1,4,4,3,3,5,5,5,5,2,2,2,1,1,inlier
33,1,1,0,10,1,3,4,4,5,5,4,4,4,4,4,3,5,4,4,5,2,1,3,2,5,5,5,2,1,4,4,4,2,3,3,4,4,4,4,4,3,3,3,3,5,5,3,4,outlier
45,1,0,1,20,1,4,4,4,4,4,3,4,4,4,4,4,2,4,4,3,3,4,3,3,4,4,4,4,2,4,4,4,2,2,3,3,3,4,4,4,3,4,3,4,4,4,3,2,inlier
54,1,1,1,4,1,1,1,2,5,3,5,3,3,2,3,3,1,1,2,4,1,1,3,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,4,1,1,3,1,1,inlier
38,1,0,0,7,1,4,3,3,1,1,2,2,2,3,3,4,4,3,3,3,4,4,4,4,3,2,2,5,4,4,4,4,4,4,3,3,3,4,4,1,2,2,2,3,3,2,5,4,inlier
40,1,5,1,17,1,2,2,2,3,3,3,2,3,2,3,2,5,3,3,3,1,1,4,1,4,4,4,1,1,1,1,2,3,3,4,4,4,2,2,4,2,4,3,2,2,3,2,2,inlier
37,1,0,1,6,1,3,3,4,4,4,3,4,4,3,3,3,4,3,3,4,2,2,2,2,4,5,5,3,3,3,2,3,1,4,3,2,3,3,4,3,5,5,5,4,5,5,1,2,inlier
39,1,0,0,10,1,3,3,5,2,2,3,4,3,3,4,2,3,4,4,4,4,3,4,4,4,4,5,4,2,3,3,3,1,3,3,2,2,5,5,5,3,5,4,5,5,5,2,4,outlier
42,1,0,1,19,1,3,2,3,5,5,3,4,4,2,2,4,3,3,2,2,1,3,2,4,3,2,3,3,1,1,1,3,1,1,1,2,3,2,2,2,2,2,2,2,3,3,1,2,inlier
36,1,0,1,12,1,2,2,2,5,4,4,4,4,3,4,3,5,3,2,2,1,2,3,3,5,5,5,1,1,1,1,3,2,1,3,2,2,2,2,4,2,4,4,1,1,4,1,2,inlier
39,1,0,1,12,1,2,3,3,4,3,4,4,4,2,4,3,4,2,3,2,1,2,4,3,5,5,5,1,1,1,1,4,1,2,2,5,4,3,3,5,4,3,3,2,3,4,1,1,inlier
34,1,2,0,5,1,3,3,3,4,4,3,4,4,4,4,4,3,4,3,3,1,3,4,3,5,5,4,1,1,2,2,3,1,1,2,4,3,2,2,4,3,3,4,1,3,3,1,1,inlier
42,1,1,0,14,1,4,4,5,5,4,3,5,4,4,4,4,2,4,3,3,1,3,4,3,4,5,5,3,1,2,2,3,2,4,2,4,3,3,3,5,5,4,5,4,4,4,1,1,inlier
48,1,5,0,6,1,3,2,3,5,5,2,3,3,4,4,3,3,2,3,2,2,2,2,3,4,4,5,3,3,2,2,4,2,2,1,3,4,3,3,5,2,2,2,4,4,4,1,2,inlier
42,1,5,0,3,1,4,4,4,5,5,3,4,5,3,4,3,5,4,4,3,2,2,5,2,5,5,5,1,1,2,2,3,2,4,1,5,5,4,3,5,3,4,5,1,4,5,1,1,inlier
36,1,1,0,4,1,3,3,3,3,3,3,3,3,3,4,3,5,4,4,3,1,2,4,2,4,5,5,1,1,1,1,2,3,4,2,4,3,1,1,3,3,3,3,1,1,1,1,1,inlier
52,1,1,0,2,1,2,2,2,3,4,4,3,3,2,2,2,5,2,3,3,1,2,4,4,4,5,5,1,1,2,2,3,5,5,5,5,5,2,3,4,4,4,4,2,3,3,3,5,inlier
28,1,4,0,1,1,3,3,3,5,4,4,4,4,3,3,3,3,3,3,4,3,4,4,4,4,4,4,3,3,2,4,4,3,5,2,5,5,3,3,4,3,3,4,3,3,3,3,2,inlier
56,1,0,0,8,1,3,4,4,5,5,3,4,4,3,4,4,2,3,2,3,2,2,4,2,3,4,4,2,3,3,3,3,2,2,2,4,4,4,4,5,5,5,5,3,2,4,1,2,inlier
37,1,3,0,8,1,3,3,3,4,3,2,3,3,3,3,3,5,3,3,3,2,2,3,2,4,4,4,2,2,3,2,2,2,4,2,4,4,3,3,3,3,3,3,3,3,2,2,3,inlier
39,1,5,0,8,1,4,2,2,5,4,3,3,4,3,3,2,5,2,3,3,1,1,4,2,4,5,5,1,1,3,2,4,2,3,3,4,4,2,2,5,5,5,5,1,3,4,1,2,outlier
45,1,0,0,15,1,2,1,2,4,4,4,3,3,3,3,4,3,1,2,2,2,2,2,2,4,4,4,2,1,2,2,3,2,3,2,4,4,3,3,5,5,5,5,2,3,2,1,1,inlier
31,1,5,0,4,1,3,4,5,5,5,2,4,4,3,4,3,3,2,1,2,1,2,3,4,5,5,5,2,1,4,5,2,2,5,4,4,2,3,3,5,5,5,5,5,5,5,1,1,inlier
